1963.000000,28.570000
1979.000000,36.100000
1527.000000,5.010000
1536.000000,4.680000
1915.000000,14.950000
1264.000000,4.420000
1750.000000,6.560000
1683.000000,4.340000
1470.000000,7.220000
1464.000000,8.550000
1449.000000,6.930000
1545.000000,4.380000
1453.000000,7.590000
1953.000000,24.170000
1533.000000,4.410000
1860.000000,10.150000
1905.000000,18.350000
1467.000000,6.850000
1358.000000,4.020000
1376.000000,4.200000
1660.000000,3.240000
1472.000000,7.070000
1715.000000,5.570000
1813.000000,5.130000
1936.000000,25.230000
1637.000000,3.010000
1616.000000,2.620000
1435.000000,7.000000
1788.000000,7.120000
1793.000000,7.030000
1944.000000,22.620000
1319.000000,4.130000
1508.000000,7.370000
1735.000000,6.970000
1266.000000,4.440000
1285.000000,4.420000
1798.000000,6.560000
1327.000000,5.160000
1994.000000,49.990000
1408.000000,6.400000
1268.000000,5.230000
1930.000000,22.820000
1564.000000,4.590000
1571.000000,5.120000
1370.000000,3.320000
1907.000000,17.900000
1669.000000,4.030000
1754.000000,7.100000
1891.000000,17.270000
1522.000000,4.610000
1290.000000,4.640000
1554.000000,3.760000
1356.000000,4.230000
1782.000000,6.960000
1931.000000,23.700000
1538.000000,5.670000
1694.000000,4.200000
1764.000000,6.770000
1679.000000,3.950000
1785.000000,6.960000
1283.000000,3.320000
1636.000000,3.120000
1736.000000,7.160000
1278.000000,3.610000
1899.000000,19.150000
1651.000000,3.040000
1400.000000,5.900000
1697.000000,4.190000
1496.000000,7.810000
1549.000000,4.160000
1896.000000,19.220000
1525.000000,5.710000
1393.000000,6.120000
1626.000000,2.990000
1612.000000,2.820000
1745.000000,7.340000
1425.000000,6.780000
1975.000000,40.090000
1558.000000,4.980000
1617.000000,2.740000
1481.000000,6.410000
1395.000000,6.560000
1959.000000,27.590000
1512.000000,7.300000
1792.000000,7.360000
1298.000000,3.460000
1725.000000,6.190000
1733.000000,7.260000
1859.000000,10.580000
1938.000000,25.110000
1515.000000,6.890000
1976.000000,39.520000
1721.000000,5.920000
1381.000000,5.160000
1958.000000,27.050000
1817.000000,6.590000
1664.000000,3.540000
1968.000000,29.510000
1807.000000,6.180000
1787.000000,7.290000
1965.000000,28.320000
1848.000000,10.690000
1663.000000,3.340000
1951.000000,24.170000
1746.000000,6.700000
1888.000000,17.370000
1576.000000,4.600000
1729.000000,5.860000
1762.000000,7.230000
1460.000000,7.590000
1488.000000,6.630000
1645.000000,3.520000
1861.000000,10.290000
1333.000000,4.420000
1494.000000,7.660000
1713.000000,5.930000
1668.000000,3.860000
1289.000000,5.310000
1674.000000,3.970000
1933.000000,24.220000
1838.000000,9.220000
1728.000000,6.130000
1568.000000,4.690000
1520.000000,5.380000
1466.000000,6.780000
1783.000000,6.330000
1476.000000,8.700000
1662.000000,3.290000
1348.000000,3.170000
1396.000000,6.190000
1955.000000,25.740000
1439.000000,4.790000
1432.000000,7.220000
1919.000000,16.160000
1879.000000,14.850000
1424.000000,7.150000
1306.000000,4.270000
1647.000000,3.090000
1635.000000,3.070000
1648.000000,2.700000
1446.000000,7.740000
1824.000000,8.990000
1499.000000,7.440000
1628.000000,3.630000
1727.000000,6.300000
1856.000000,9.890000
1378.000000,6.410000
1423.000000,6.850000
1402.000000,4.790000
1740.000000,6.230000
1719.000000,6.060000
1666.000000,3.680000
1277.000000,3.710000
1391.000000,4.570000
1297.000000,3.980000
1430.000000,5.310000
1705.000000,6.090000
1368.000000,4.420000
1573.000000,5.050000
1510.000000,7.160000
1962.000000,28.080000
1388.000000,5.970000
1924.000000,21.120000
1387.000000,6.120000
1484.000000,5.750000
1948.000000,24.910000
1777.000000,7.060000
1532.000000,4.120000
1646.000000,3.590000
1288.000000,5.080000
1781.000000,6.940000
1670.000000,4.000000
1307.000000,4.570000
1595.000000,2.860000
1675.000000,3.680000
1757.000000,6.000000
1575.000000,4.260000
1318.000000,3.240000
1415.000000,6.410000
1399.000000,5.380000
1712.000000,5.680000
1880.000000,14.320000
1941.000000,22.840000
1726.000000,5.910000
1739.000000,7.000000
1269.000000,4.420000
1260.000000,4.410000
1492.000000,7.150000
1969.000000,28.640000
1379.000000,6.490000
1833.000000,9.860000
1631.000000,2.560000
1624.000000,2.970000
1700.000000,4.500000
1952.000000,23.760000
1497.000000,7.300000
1943.000000,21.780000
1829.000000,9.060000
1652.000000,3.320000
1559.000000,4.600000
1359.000000,4.630000
1806.000000,6.070000
1642.000000,3.530000
1814.000000,5.960000
1763.000000,6.860000
1830.000000,9.400000
1731.000000,6.960000
1770.000000,7.220000
1695.000000,4.220000
1633.000000,3.170000
1722.000000,6.450000
1641.000000,3.320000
1771.000000,6.790000
1579.000000,4.480000
1818.000000,6.430000
1973.000000,37.360000
1638.000000,2.670000
1286.000000,4.050000
1461.000000,6.190000
1904.000000,18.270000
1411.000000,6.830000
1940.000000,23.990000
1701.000000,5.200000
1540.000000,5.060000
1341.000000,4.270000
1901.000000,18.450000
1455.000000,7.810000
1276.000000,3.830000
1389.000000,6.120000
1749.000000,6.390000
1656.000000,3.960000
1945.000000,22.690000
1478.000000,8.250000
1682.000000,4.240000
1375.000000,4.860000
1587.000000,3.000000
1874.000000,12.910000
1714.000000,5.610000
1775.000000,6.620000
1741.000000,5.770000
1627.000000,3.370000
1984.000000,37.580000
1518.000000,6.350000
1407.000000,6.790000
1747.000000,6.930000
1556.000000,2.950000
1851.000000,11.460000
1601.000000,2.750000
1974.000000,37.530000
1316.000000,2.280000
1565.000000,4.410000
1910.000000,17.940000
1548.000000,4.460000
1331.000000,3.680000
1665.000000,3.540000
1897.000000,18.970000
1414.000000,6.850000
1355.000000,4.240000
1323.000000,3.020000
1338.000000,5.290000
1615.000000,2.630000
1541.000000,4.890000
1765.000000,6.560000
1339.000000,5.180000
1659.000000,3.160000
1887.000000,17.330000
1614.000000,2.600000
1468.000000,6.930000
1834.000000,10.690000
1403.000000,5.220000
1457.000000,7.960000
1902.000000,18.520000
1523.000000,5.420000
1796.000000,6.070000
1877.000000,13.590000
1920.000000,19.870000
1912.000000,17.360000
1784.000000,6.550000
1413.000000,6.850000
1822.000000,9.970000
1803.000000,6.810000
1392.000000,5.900000
1465.000000,6.850000
1448.000000,7.220000
1273.000000,3.760000
1927.000000,22.170000
1504.000000,6.890000
1797.000000,6.440000
1586.000000,4.190000
1950.000000,24.270000
1894.000000,18.320000
1939.000000,24.950000
1555.000000,3.940000
1553.000000,3.900000
1371.000000,3.760000
1623.000000,2.700000
1417.000000,5.750000
1717.000000,6.140000
1711.000000,4.230000
1774.000000,6.400000
1270.000000,4.710000
1649.000000,2.560000
1328.000000,5.160000
1593.000000,4.140000
1795.000000,6.300000
1864.000000,10.880000
1347.000000,3.390000
1405.000000,6.530000
1588.000000,4.260000
1825.000000,7.670000
1986.000000,39.970000
